review_priority,rule_uid,rule_id,title,dimension,risk_level,trigger_layer,semantic_enabled,semantic_role,current_route,old_routing_route,recommended_route,route_changed,trigger_clarity,legal_interpretation_level,fact_verification_level,risk_severity,operator_fixability,calibration_status,conflict_flags,recommendation_reasons,source_file
medium,RUID-0d2c183fce92c214,HF-NAM-001,保健食品通用名不得含有保健功能名称或相关文字,功效宣称,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_保健食品注册与备案管理办法（2020修订）_2020.10.23生效_20260617下载_规则拆解_v1.json
medium,RUID-2e79e8cce97a5e23,HF-OTH-001,特殊药品及戒毒相关药品、医疗器械和治疗方法不得作广告,其他,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-8d5b3acdf4b69f55,HF-OTH-001,禁止为法律行政法规禁止生产销售或禁止发布广告的商品服务设计制作代理发布广告,其他,高,content,True,fallback,legal_review_required,legal_review_required,legal_review_required,False,open,high,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-46fae3e5e70229f7,HF-OTH-002,处方药仅限在指定医学、药学专业刊物上作广告,其他,高,content,True,fallback,legal_review_required,legal_review_required,legal_review_required,False,contextual,medium,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-abcddf44be8c7b73,HF-PRO-001,针对未成年人的大众传播媒介上不得发布保健食品广告,未成年人保护,高,content,True,fallback,operator_supply_docs,operator_direct,operator_supply_docs,False,clear,low,light,high,guided_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-f1e8b2c942ed7d9f,HF-PRO-002,针对不满十四周岁未成年人的广告不得劝诱要求家长购买,未成年人保护,高,content,True,fallback,operator_supply_docs,operator_direct,operator_supply_docs,False,contextual,medium,light,high,guided_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-e2b10ade45f4dc83,HF-WARN-001,保健食品标签警示用语内容及格式要求,警示语缺失,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_市场监管总局关于发布《保健食品标注警示用语指南》的公告_2020.01.01生效_20260617下载_规则拆解_v1.json
medium,RUID-a6e17fbc9c08c24a,HF-WARN-002,保健食品经营场所及网络平台消费提示要求,警示语缺失,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_市场监管总局关于发布《保健食品标注警示用语指南》的公告_2020.01.01生效_20260617下载_规则拆解_v1.json
medium,RUID-1bf1d7657ecae7f8,HF-WS-001,保健食品广告应当显著标明'本品不能代替药物',警示语缺失,高,content,False,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-9b646e1d60b7c617,HF-其他-001,保健食品广告不得违反安全使用规程的文字、语言或者画面,其他,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-fea3ce72204b2d43,HF-其他-001,保健食品标签标识不得标注低于食品安全标准的企业标准指标,标签标识不规范,中,content,True,fallback,operator_supply_docs,operator_supply_docs,operator_supply_docs,False,contextual,medium,heavy,medium,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_中华人民共和国食品安全法实施条例（2019修订）_2019.12.01生效_20260617下载_规则拆解_v1.json
medium,RUID-86044d3bf113b134,HF-未成年人保护-001,广告不得损害未成年人身心健康,未成年人保护,高,content,True,fallback,legal_review_required,operator_direct,legal_review_required,False,open,high,light,high,not_self_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-c8d9714e6134eb2e,HF-绝对化用语-001,滋补保健商品不得使用广告极限词,绝对化用语,高,content,False,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_抖音【滋补保健行业宣传规范】实施细则_规则拆解_v1.json
medium,RUID-c72e79162ac67670,HF-虚假宣传-001,保健食品广告不得含有表示功效、安全性的断言或者保证,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-5beeb660318cf574,HF-虚假宣传-001,非保健食品不得声称具有保健功能,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,light,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_中华人民共和国食品安全法实施条例（2019修订）_2019.12.01生效_20260617下载_规则拆解_v1.json
medium,RUID-bef8cd9663741f54,HF-虚假宣传-001,保健食品不得宣称添加药品成分,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_中华人民共和国食品安全法（2025修正）_2025.12.01生效_20260617下载_规则拆解_v1.json
medium,RUID-f1af67c8b42cb914,HF-虚假宣传-001,禁止生产经营添加药品的食品,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_中华人民共和国食品安全法（2025修正）_2025.12.01生效_20260617下载_规则拆解_v1.json
medium,RUID-5b65ff2df7287a67,HF-虚假宣传-001,滋补保健商品不得宣传对重大疾病有效果,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_抖音【滋补保健行业宣传规范】实施细则_规则拆解_v1.json
medium,RUID-8f6f0be42218913f,HF-虚假宣传-001,禁止功效严重虚假宣传,虚假宣传,高,content,True,fallback,legal_review_required,legal_review_required,legal_review_required,False,open,high,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260706_抖音【滋补保健行业宣传规范】实施细则_规则拆解_v1.json
medium,RUID-a9209463e91130ba,HF-虚假宣传-001,滋补保健行业禁止功效虚假宣传,虚假宣传,高,content,True,fallback,legal_review_required,legal_review_required,legal_review_required,False,open,high,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260706_抖音【滋补保健行业宣传规范】实施细则_规则拆解_v1.json
medium,RUID-6a1831b2bd97ee97,HF-虚假宣传-001,食品功效描述真实性要求,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260706_淘宝网食品行业管理规范_规则拆解_v1.json
medium,RUID-168081152ac6fa9d,HF-虚假宣传-002,保健食品广告不得利用科研单位、学术机构、技术推广机构、行业协会或者专业人士、用户的名义或者形象作推荐、证明,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-c8f99a65aa8e912f,HF-虚假宣传-002,滋补保健商品不得进行功效虚假宣传（含丰胸、壮阳等）,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_抖音【滋补保健行业宣传规范】实施细则_规则拆解_v1.json
medium,RUID-8317b41b0f1c931d,HF-虚假宣传-002,普通食品绿色/有机认证展示要求,标签标识不规范,中,content,False,fallback,operator_supply_docs,operator_direct,operator_supply_docs,False,clear,low,light,medium,guided_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260706_淘宝网食品行业管理规范_规则拆解_v1.json
medium,RUID-626cbebcdbf3438a,HF-虚假宣传-003,保健食品广告不得说明有效率,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-79f7ff14a5af24ee,HF-虚假宣传-003,滋补保健商品不得进行治疗类功效虚假宣传,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_抖音【滋补保健行业宣传规范】实施细则_规则拆解_v1.json
medium,RUID-4a1a7923eead1dbd,HF-虚假宣传-003,禁止真人展示效果,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260706_淘宝网食品行业管理规范_规则拆解_v1.json
medium,RUID-59a3f198ff19518c,HF-虚假宣传-004,滋补保健商品不得宣传药用成分,虚假宣传,高,content,False,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_抖音【滋补保健行业宣传规范】实施细则_规则拆解_v1.json
medium,RUID-98027a304ce874f3,HF-虚假宣传-004,婴幼儿配方乳粉禁止明示或暗示益智、增强免疫力等功能,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260706_淘宝网食品行业管理规范_规则拆解_v1.json
medium,RUID-5f89865ecd76debb,HF-虚假宣传-005,滋补保健商品不得进行效果保证宣传,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_抖音【滋补保健行业宣传规范】实施细则_规则拆解_v1.json
medium,RUID-644b0ca0795e37d0,HFAD-005-001,药品广告内容不得超出说明书范围,虚假宣传,高,content,True,fallback,legal_review_required,legal_review_required,legal_review_required,False,contextual,medium,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_药品、医疗器械、保健食品、特殊医学用途配方食品广告审查管理暂行办法_2020.03.01生效_20260617下载_规则拆解_v1.json
medium,RUID-1b7d26e87fc96ada,HFAD-005-002,药品广告应显著标明禁忌、不良反应,警示语缺失,高,content,False,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_药品、医疗器械、保健食品、特殊医学用途配方食品广告审查管理暂行办法_2020.03.01生效_20260617下载_规则拆解_v1.json
medium,RUID-0da9bda3d0e6d652,HFAD-005-003,处方药广告应显著标明仅供医学药学专业人士阅读,警示语缺失,高,content,False,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,light,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_药品、医疗器械、保健食品、特殊医学用途配方食品广告审查管理暂行办法_2020.03.01生效_20260617下载_规则拆解_v1.json
medium,RUID-3d78a999f712a16a,HFAD-005-004,非处方药广告应显著标明OTC标识和用药指导语,警示语缺失,高,content,False,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,light,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_药品、医疗器械、保健食品、特殊医学用途配方食品广告审查管理暂行办法_2020.03.01生效_20260617下载_规则拆解_v1.json
medium,RUID-d1b36ad901bccd05,HFAD-006-001,医疗器械广告内容不得超出注册/备案范围,功效宣称,高,content,True,fallback,legal_review_required,legal_review_required,legal_review_required,False,contextual,medium,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_药品、医疗器械、保健食品、特殊医学用途配方食品广告审查管理暂行办法_2020.03.01生效_20260617下载_规则拆解_v1.json
medium,RUID-b8e685b187eb50dc,HFAD-006-002,推荐给个人自用的医疗器械广告应标注警示语,警示语缺失,高,content,True,fallback,operator_supply_docs,operator_direct,operator_supply_docs,False,contextual,medium,light,medium,guided_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_药品、医疗器械、保健食品、特殊医学用途配方食品广告审查管理暂行办法_2020.03.01生效_20260617下载_规则拆解_v1.json
medium,RUID-4b454ff24c9e4433,HFAD-011-001,保健食品广告不得使用或变相使用国家机关、军队名义或形象,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_药品、医疗器械、保健食品、特殊医学用途配方食品广告审查管理暂行办法_2020.03.01生效_20260617下载_规则拆解_v1.json
medium,RUID-92f0e76f37a2a1a1,HFAD-011-002,保健食品广告不得使用科研单位、学术机构、专家、患者等名义作推荐证明,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_药品、医疗器械、保健食品、特殊医学用途配方食品广告审查管理暂行办法_2020.03.01生效_20260617下载_规则拆解_v1.json
medium,RUID-6efa7659f3450f13,HFAD-011-003,保健食品广告不得明示或暗示治疗所有疾病、适应所有症状或人群,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_药品、医疗器械、保健食品、特殊医学用途配方食品广告审查管理暂行办法_2020.03.01生效_20260617下载_规则拆解_v1.json
medium,RUID-e7d2e2cdb220f570,HFAD-011-004,保健食品广告不得引起公众对健康状况的不必要担忧或误解不使用会患病,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,contextual,medium,none,high,guided_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_药品、医疗器械、保健食品、特殊医学用途配方食品广告审查管理暂行办法_2020.03.01生效_20260617下载_规则拆解_v1.json
medium,RUID-c2426548e3dec9be,HFAD-011-005,保健食品广告不得含有安全、无毒副作用、天然等安全性保证内容,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_药品、医疗器械、保健食品、特殊医学用途配方食品广告审查管理暂行办法_2020.03.01生效_20260617下载_规则拆解_v1.json
medium,RUID-46a3b2929ec38ac1,HFAD-011-006,保健食品广告不得含有热销抢购、评比推荐、无效退款等诱导性或保证性内容,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_药品、医疗器械、保健食品、特殊医学用途配方食品广告审查管理暂行办法_2020.03.01生效_20260617下载_规则拆解_v1.json
medium,RUID-6a323a0b14d7d363,HFAD-011-007,保健食品广告不得含有医疗机构名称、地址、联系方式等医疗服务内容,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_药品、医疗器械、保健食品、特殊医学用途配方食品广告审查管理暂行办法_2020.03.01生效_20260617下载_规则拆解_v1.json
medium,RUID-614244579dcd364b,HFAD-020-001,保健食品广告内容与审查批准内容一致性要求,其他,高,content,True,fallback,legal_review_required,legal_review_required,legal_review_required,False,contextual,medium,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_药品、医疗器械、保健食品、特殊医学用途配方食品广告审查管理暂行办法_2020.03.01生效_20260617下载_规则拆解_v1.json
medium,RUID-48d348b4e9dadd19,HFAD-021-001,禁止发布广告的保健食品范围（麻醉、精神、毒性、放射性等）,平台准入/资质不符,高,content,False,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_药品、医疗器械、保健食品、特殊医学用途配方食品广告审查管理暂行办法_2020.03.01生效_20260617下载_规则拆解_v1.json
medium,RUID-f26b595d3da68806,IAM-ADID-001,禁止以健康养生知识形式变相发布保健食品广告,广告可识别性不足,高,content,True,fallback,legal_review_required,operator_direct,legal_review_required,False,open,high,light,high,not_self_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_互联网广告管理办法_2023.05.01生效_20260615下载_规则拆解_v1.json
medium,RUID-755980d0d5f2327c,IAM-ADID-001,互联网广告应具有可识别性，不得变相发布保健食品广告,广告可识别性不足,中,content,True,fallback,legal_review_required,operator_direct,legal_review_required,False,open,high,light,medium,guided_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_互联网广告管理办法_2023.05.01生效_20260615下载_规则拆解_v1.json
medium,RUID-cdccbb5ccd860a81,IAM-ADID-001,互联网广告应具有可识别性，显著标明广告,广告可识别性不足,中,content,True,fallback,operator_supply_docs,operator_direct,operator_supply_docs,False,contextual,medium,light,medium,guided_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_互联网广告管理办法_2023.05.01生效_20260615下载_规则拆解_v1.json
medium,RUID-3d4e12572aa3d0f4,IAM-ADID-003,通过知识介绍、体验分享、消费测评等形式推销并附加购物链接的，应显著标明“广告”,广告可识别性不足,中,content,True,fallback,operator_supply_docs,operator_direct,operator_supply_docs,False,contextual,medium,light,medium,guided_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_互联网广告管理办法_2023.05.01生效_20260615下载_规则拆解_v1.json
medium,RUID-f96fdddd57b5d7f6,IAM-ADV-001,广告主对互联网广告内容真实性负责,虚假宣传,高,content,True,fallback,legal_review_required,operator_direct,legal_review_required,False,open,high,heavy,high,not_self_fixable,provisional,legal_attention/routing不一致；content规则依赖重事实核验,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_互联网广告管理办法_2023.05.01生效_20260615下载_规则拆解_v1.json
medium,RUID-039442fb66bdb67d,IAM-ADV-001,广告主对互联网广告内容真实性负责,虚假宣传,高,content,True,fallback,legal_review_required,legal_review_required,legal_review_required,False,open,high,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_互联网广告管理办法_2023.05.01生效_20260615下载_规则拆解_v1.json
medium,RUID-1465ef255748ed7f,IAM-ADV-001,直播营销构成商业广告时广告主责任认定,广告代言不合规,中,content,False,fallback,operator_supply_docs,operator_direct,operator_supply_docs,False,contextual,medium,light,medium,guided_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_互联网广告管理办法_2023.05.01生效_20260615下载_规则拆解_v1.json
medium,RUID-0f8c44ce896ef618,IAM-ADV-002,保健食品广告内容不得剪辑拼接修改,虚假宣传,高,content,False,fallback,operator_supply_docs,operator_supply_docs,operator_supply_docs,False,contextual,low,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_互联网广告管理办法_2023.05.01生效_20260615下载_规则拆解_v1.json
medium,RUID-778e0278994f809d,IAM-ADV-004,直播营销人员以自己名义或形象推荐商品构成广告代言的责任认定,广告代言不合规,中,content,False,fallback,operator_supply_docs,operator_direct,operator_supply_docs,False,contextual,medium,light,medium,guided_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_互联网广告管理办法_2023.05.01生效_20260615下载_规则拆解_v1.json
medium,RUID-51a486d7d09d8797,IAM-BAN-001,互联网不得发布禁售商品和烟草处方药广告,平台准入/资质不符,高,content,False,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\20260623_互联网广告管理办法_通用规则_v1.json
medium,RUID-b3b033f04fde5663,IAM-CLICK-001,不得欺骗误导用户点击浏览广告,用户评价/种草误导,中,content,True,primary,legal_review_required,legal_review_required,legal_review_required,False,contextual,high,heavy,medium,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\20260623_互联网广告管理办法_通用规则_v1.json
medium,RUID-914a0f638c7f7019,IAM-DEC-001,禁止以虚假系统提示欺骗用户点击广告,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_互联网广告管理办法_2023.05.01生效_20260615下载_规则拆解_v1.json
medium,RUID-6ed749d90af32615,IAM-HF-001,禁止在未成年人媒介上发布保健食品广告,未成年人保护,高,content,True,fallback,operator_supply_docs,operator_direct,operator_supply_docs,False,contextual,medium,light,high,guided_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_互联网广告管理办法_2023.05.01生效_20260615下载_规则拆解_v1.json
medium,RUID-b7071deb3c78bd4d,IAM-LINK-001,含链接广告应核对下一级链接内容,虚假宣传,中,content,False,fallback,operator_supply_docs,operator_supply_docs,operator_supply_docs,False,contextual,medium,heavy,medium,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\20260623_互联网广告管理办法_通用规则_v1.json
